web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,link1,link1-href,link2,link2-href,paginacion,paginacion-href
1619050868-177,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Lourdes Jamit SEnties,Buen trago para la fiesta o cena tranqui.,Revisado en México el 15 de septiembre de 2020,"El mezcal tiene muy buen sabor y precio, muy recomendable para cualquier ocasión.",5.0 de 5 estrellas,,,Mezcal Joven Bruxo Receta Inicial - 750 ml,https://www.amazon.com.mx/Mezcal-Joven-Bruxo-Receta-Inicial/dp/B07GCGF2X9/ref=zg_bs_17836295011_70?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Joven-Bruxo-Receta-Inicial/product-reviews/B07GCGF2X9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619050825-127,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,RRH,Recomendado,Revisado en México el 9 de mayo de 2020,"Está bueno este mezcal, muy equilibrado y adecuado para muchos paladares",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Artesanal Barro de Cobre Espadín 950 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/dp/B07D9X425B/ref=zg_bs_17836295011_75?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052358-912,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Raul,Mezcal suave,Revisado en México el 15 de junio de 2020,"Mezcal suave, buena relación calidad precio",3.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,Mitre Origen Mezcal Artesanal Joven 100% Maguey Espadín Oaxaca,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/dp/B07V9JYWT8/ref=zg_bs_17836295011_7?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051902-397,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Fernando Garcia Rodriguez,Gran presentación.,Revisado en México el 27 de julio de 2020,Excelente para regalo.,5.0 de 5 estrellas,,,Caja Mezcal Barro de Cobre Edición Especial,https://www.amazon.com.mx/Mezcal-Barro-Cobre-Edici%C3%B3n-Especial/dp/B07N7T7C7F/ref=zg_bs_17836295011_30?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Barro-Cobre-Edici%C3%B3n-Especial/product-reviews/B07N7T7C7F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051924-408,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,LaLo Guízar,Un mezcal bueno sin sabor especial,Revisado en México el 29 de julio de 2020,"El mezcal es bueno, pero tiene la calidad que encuentras en otros mezcales de menor precio.",3.0 de 5 estrellas,,,Mezcal Espadin 39 Cordón Cerrado 750 ml,https://www.amazon.com.mx/Mezcal-Espadin-Cord%C3%B3n-Cerrado-750/dp/B07PMLNVFQ/ref=zg_bs_17836295011_29?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Espadin-Cord%C3%B3n-Cerrado-750/product-reviews/B07PMLNVFQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050897-204,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Mezcal Koch El de agave Arroqueño 750 ml,https://www.amazon.com.mx/KOCH-EL-MEZCAL-Mezcal-Arroque%C3%B1o/dp/B087XBX8FC/ref=zg_bs_17836295011_66?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/KOCH-EL-MEZCAL-Mezcal-Arroque%C3%B1o/product-reviews/B087XBX8FC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619050736-73,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Juan Carlos,El marbete de hacienda no coincide con la bebida,Revisado en México el 11 de junio de 2020,"El producto llegó a tiempo. Me di cuenta que el marbete del SAT no coincide con la bebida y es de una marca de tequila, por lo cual no lo tome debido a posible adulteración. Hablé con atención al cliente y me devolvieron el dinero.",1.0 de 5 estrellas,,,"Señor Sotol Ensamble de Durango 700mL, 100% Dasylirion Texanum, Cedrosanum y Wheeleri,…",https://www.amazon.com.mx/Se%C3%B1or-Sotol-Ensamble-Dasylirion-Cedrosanum/dp/B087ZQ13TY/ref=zg_bs_17836295011_81?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Se%C3%B1or-Sotol-Ensamble-Dasylirion-Cedrosanum/product-reviews/B087ZQ13TY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052585-1321,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Jessica Chávez,Excelente,Revisado en México el 23 de mayo de 2020,"La verdad es que está muy bueno ya sea que lo tomes solo o en cócteles, no me canso de comprarlo.
De lo mejor qué hay.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052448-1103,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Enrique Castillo,Buena compra,Revisado en México el 5 de abril de 2021,"Algo fuerte, desconozco de mezcal, pero llego bien empacado y a tiempo.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051474-348,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Viviana Palos,Buen sabor,Revisado en México el 22 de octubre de 2020,Tiene un buen sabor y se nota la calidad de la bebida. La etiqueta del frente se ve extremadamente sencilla pero me parece un tanto divertido. Vale la pena el sabor del mezcal.,4.0 de 5 estrellas,,,MEZCAL VERDE ESPADÍN JOVEN - 200 ML / 40°,https://www.amazon.com.mx/MEZCAL-VERDE-ESPAD%C3%8DN-JOVEN-200/dp/B0887R1VSM/ref=zg_bs_17836295011_41?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-VERDE-ESPAD%C3%8DN-JOVEN-200/product-reviews/B0887R1VSM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052640-1435,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Sofía,Delicioso,Revisado en México el 18 de octubre de 2020,Es muy ligero y muy rico.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052417-1064,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/product-reviews/B07DPS4LCC/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal 400 Conejos Espadin Joven 750 ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/dp/B07DPS4LCC/ref=zg_bs_17836295011_4?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/product-reviews/B07DPS4LCC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051200-241,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Alejandro F.,Excelente para conocedores y no conocedores,Revisado en México el 14 de abril de 2020,"Si buscas un mezcal de muy buen equilibrio en cuanto a ese sabor de agave cocido, dulce y ligeramente ahumado con un final completo, esta es tu mejor opción.",5.0 de 5 estrellas,,,Mezcal Artesanal TOBALÁ AQUÍ NOMÁS,https://www.amazon.com.mx/Mezcal-Aqu%C3%AD-Nom%C3%A1s-TOBAL%C3%81-750/dp/B085SYJZ65/ref=zg_bs_17836295011_54?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aqu%C3%AD-Nom%C3%A1s-TOBAL%C3%81-750/product-reviews/B085SYJZ65/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619051222-246,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Angel,Excelente Mezcal!!’,Revisado en México el 1 de noviembre de 2020,Excelente Mezcal!!’,5.0 de 5 estrellas,,,BENDITO REMEDIO TOBALÁ 45° TLACOLULA DE MATAMOROS 500 ml,https://www.amazon.com.mx/TOBAL%C3%81-45%C2%B0-TLACOLULA-MATAMOROS-500/dp/B07XJZGCHW/ref=zg_bs_17836295011_53?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/TOBAL%C3%81-45%C2%B0-TLACOLULA-MATAMOROS-500/product-reviews/B07XJZGCHW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052350-875,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Edgar Ivan Martinez,esquisto sabor,Revisado en México el 14 de mayo de 2020,"Notas características de Mezcal tradicional, a pesar de ser un Joven, trae un muy buen toque ahumado...dócil al principio para posteriormente pasar a un cítrico no muy notorio y un aterrizado gentil terminando fuerte a la ingesta , dejando un muy rico 'after-taste' muy agradable en el paladar.
Lo acompañe con un 'chaser' de mineral y rodaja de limón.
Recomendable al 100",5.0 de 5 estrellas,,,Mitre Origen Mezcal Artesanal Joven 100% Maguey Espadín Oaxaca,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/dp/B07V9JYWT8/ref=zg_bs_17836295011_7?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052356-897,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Uriel Méndez,Excelente,Revisado en México el 26 de enero de 2020,Excelente,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mitre Origen Mezcal Artesanal Joven 100% Maguey Espadín Oaxaca,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/dp/B07V9JYWT8/ref=zg_bs_17836295011_7?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051975-499,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,temo,exelente,Revisado en México el 20 de enero de 2020,muy buen sabor y servicio,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050539-34,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Mezcal Sol de Oaxaca Reposado 40° Certificado,https://www.amazon.com.mx/Mezcal-Sol-Oaxaca-Reposado-Certificado/dp/B07N8FNHWG/ref=zg_bs_17836295011_94?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Sol-Oaxaca-Reposado-Certificado/product-reviews/B07N8FNHWG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619051944-426,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Alejandro Mendez,"Excelente mezcal, suave y delicioso.",Revisado en México el 2 de diciembre de 2019,"Para mi el mejor mezcal, tiene un saber ahumado ligero y con su bajo grado de alcohol, lo hace suave y delicioso. He probado muchos mezcales y por mucho este es el mejor para mi.",5.0 de 5 estrellas,,,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050878-191,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Diana,Excelente,Revisado en México el 21 de junio de 2020,Excelente mezcal y empaque especial,5.0 de 5 estrellas,,,Mezcal Joven Bruxo No. 2 Pechuga De Maguey - 750 ml,https://www.amazon.com.mx/Mezcal-Joven-Bruxo-Pechuga-Maguey/dp/B07GCCPMZ5/ref=zg_bs_17836295011_69?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Joven-Bruxo-Pechuga-Maguey/product-reviews/B07GCCPMZ5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052402-1028,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Pats,el perfil de sabor es muy bueno,Revisado en México el 18 de julio de 2019,Lo amé,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 200 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/dp/B07FKQV2T9/ref=zg_bs_17836295011_5?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052076-614,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Rafael González Villegas,Jaguar en excelentes condiciones,Revisado en México el 12 de septiembre de 2020,Excelente presentación y aroma,5.0 de 5 estrellas,,,MITRE Mezcal Artesanal Joven 100% Maguey Espadín Selecto hecho en Oaxaca,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/dp/B07MXR4MK4/ref=zg_bs_17836295011_21?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/product-reviews/B07MXR4MK4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051985-533,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Ferran TRs,Buen mezcal,Revisado en México el 8 de enero de 2020,"Sabe bueno, es recomendable",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050480-19,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,sergio bourges,mezcal excelente,Revisado en México el 6 de septiembre de 2019,"el mezcal, incluso regale botellas",5.0 de 5 estrellas,,,Mezcal Contraluz Añejo Cristalino 750 ml,https://www.amazon.com.mx/Mezcal-Contraluz-A%C3%B1ejo-Cristalino-750/dp/B07DQ6G2LV/ref=zg_bs_17836295011_97?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Contraluz-A%C3%B1ejo-Cristalino-750/product-reviews/B07DQ6G2LV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619051574-373,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Carlos,Deli,Revisado en México el 21 de octubre de 2020,Lo compré como regalo a mi madre y se termino la botella en una sentada. El mezcal esta delicioso.,5.0 de 5 estrellas,,,Mezcal Pechuga LOS DANZANTES PECHUGA 750 ml,https://www.amazon.com.mx/Mezcal-Pechuga-LOS-DANZANTES-PECHUGA/dp/B07GBKRBCR/ref=zg_bs_17836295011_35?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Pechuga-LOS-DANZANTES-PECHUGA/product-reviews/B07GBKRBCR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051736-384,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Alicia Manzanero,El mejor,Revisado en México el 12 de mayo de 2020,Mi mezcal favorito y muy padre proyecto,5.0 de 5 estrellas,,,Mezcal Unión Joven. Espadín Y Cirial 700 Ml,https://www.amazon.com.mx/Mezcal-Uni%C3%B3n-Joven-Espad%C3%ADn-Cirial/dp/B07DD3XQ6X/ref=zg_bs_17836295011_32?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Uni%C3%B3n-Joven-Espad%C3%ADn-Cirial/product-reviews/B07DD3XQ6X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052173-713,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Mezcal Artesanal Nayaá Aromas De Guerrero Joven 750 ml,https://www.amazon.com.mx/Mezcal-Nayaa-Aromas-Guerrero-750/dp/B07GQ7579Q/ref=zg_bs_17836295011_15?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Nayaa-Aromas-Guerrero-750/product-reviews/B07GQ7579Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050791-100,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Armando Zúñiga,Regular,Revisado en México el 11 de julio de 2020,"Exageradamente alcoholizado, con menos grados de alcohol sería un muy buen producto",3.0 de 5 estrellas,,,BENDITO REMEDIO JABALÍ 48° Sola de Vega Oaxaca Medalla de Plata 2017 1000 ml,https://www.amazon.com.mx/JABAL%C3%8D-Sola-Oaxaca-Medalla-Plata/dp/B07XQKM6Y4/ref=zg_bs_17836295011_78?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/JABAL%C3%8D-Sola-Oaxaca-Medalla-Plata/product-reviews/B07XQKM6Y4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052499-1164,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Maricarmen Aguilera,Buen mezcal,Revisado en México el 27 de abril de 2020,Me gustó mucho el sabor que tiene el mezcal. Lo recomiendo ampliamente.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050736-82,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Tonatiuh Bazán,Recomiendo éste producto!,Revisado en México el 2 de junio de 2020,"Muy bien equibrado su sabor!
Muy bien el embalaje",5.0 de 5 estrellas,,,"Señor Sotol Ensamble de Durango 700mL, 100% Dasylirion Texanum, Cedrosanum y Wheeleri,…",https://www.amazon.com.mx/Se%C3%B1or-Sotol-Ensamble-Dasylirion-Cedrosanum/dp/B087ZQ13TY/ref=zg_bs_17836295011_81?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Se%C3%B1or-Sotol-Ensamble-Dasylirion-Cedrosanum/product-reviews/B087ZQ13TY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
