web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,link1,link1-href,link2,link2-href,paginacion,paginacion-href
1619051247-261,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,OCTAVIO VARELA.,Súper lo vale.,Revisado en México el 22 de mayo de 2020,"Están súper padres los guaje y el mezcal es de mis favoritos, ligero al tacto y caliente en la garganta.",5.0 de 5 estrellas,,,EMPAQUE ESPECIAL MEZCAL AMARÁS CUPREATA JOVEN - 750ML/ 40.3,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/dp/B087YZXBFZ/ref=zg_bs_17836295011_49?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052045-596,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,josé Luis Antillón Clairín,Un Producto que permite entrar a conocer el gusto al Mezcal  y hacerlo el preferido.,Revisado en México el 24 de septiembre de 2020,Excelente!,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN REPOSADO - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/dp/B07FKP7BX2/ref=zg_bs_17836295011_25?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052137-685,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Andres Martinez,rico,Revisado en México el 30 de diciembre de 2019,buen sabor,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/product-reviews/B07FK454NV/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal Verde Espadin Joven 700 ml,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/dp/B07FK454NV/ref=zg_bs_17836295011_17?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/product-reviews/B07FK454NV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052566-1279,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,MACBETH,Excelente mezcal,Revisado en México el 4 de abril de 2021,"Excelente sabor, olor, me gusto mucho. Esta deli deli el mezcal..",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051736-381,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Hector Adrian Sosa Moreno,Muy rico,Revisado en México el 25 de noviembre de 2020,Muy rico y suave,5.0 de 5 estrellas,,,Mezcal Unión Joven. Espadín Y Cirial 700 Ml,https://www.amazon.com.mx/Mezcal-Uni%C3%B3n-Joven-Espad%C3%ADn-Cirial/dp/B07DD3XQ6X/ref=zg_bs_17836295011_32?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Uni%C3%B3n-Joven-Espad%C3%ADn-Cirial/product-reviews/B07DD3XQ6X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051327-321,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Luis Augusto Moro Barriga,Excelente calidad.,Revisado en México el 15 de abril de 2021,"Desde el envase me parece atractivo, artesanal y original.
La calidad del producto y el sabor es indiscutible. Desde el aroma se sabe que se esta a punto de tomar un Mezcal de los mejores que uno pueda encontrar en el mercado.
Felicidades a toda la gente involucrada en la creación de ""Barro de Cobre"".",5.0 de 5 estrellas,,,Mezcal Artesanal Barro de Cobre Ensamble 475 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Ensamble/dp/B07D9WRN6W/ref=zg_bs_17836295011_43?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Ensamble/product-reviews/B07D9WRN6W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052580-1309,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Rafael lino fregoso,Excelente producto,Revisado en México el 15 de agosto de 2020,Excelente producto,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052575-1295,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Josue Tovar,Excelente!!,Revisado en México el 18 de julio de 2020,"Muy bueno, yo no soy de tomar licor, pero este me gusto aún que el día que lo probé me puse una santa peda jajaja pero me gusto y efectivamente al otro día no me sentía mal, muy bueno el sabor súper recomendado 😎",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051948-438,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Daniboy2112,"Gran sabor, excelente.",Revisado en México el 4 de julio de 2020,Llegó a tiempo. Muy bien empacado. El sabor de este mezcal es excelente. Vale la pena. Sobre todo cuando te lo mandan con súper oferta.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052369-927,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,lilloscar,"Precio, sabor suave",Revisado en México el 6 de octubre de 2019,"Lo compre para recordar los pueblos oaxaqueños! Me hizo tener buenos recuerdos este sabor del mezcal fabricado por hierve el agua Oaxaca, sabor delicioso para tomar hasta puro y con sal de gusano de Maguey 😋",5.0 de 5 estrellas,,,Mezcal Mil Diablos 36° 700 ml,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/dp/B07GCG1YFH/ref=zg_bs_17836295011_6?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/product-reviews/B07GCG1YFH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052527-1227,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Luis,Equilibro precio beneficio,Revisado en México el 9 de septiembre de 2019,Súper bien embalado  llego como lo imaginé excelente lo recomiendo,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050661-62,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Raul,Satisfecho con este mezcal buena calidad,Revisado en México el 7 de marzo de 2020,"Buen mezcal , sabor agradable",4.0 de 5 estrellas,,,"Mezcal Unión El Viejo, 700 ml",https://www.amazon.com.mx/Mezcal-Uni%C3%B3n-Viejo-700-ML/dp/B07FPQ38KQ/ref=zg_bs_17836295011_87?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Uni%C3%B3n-Viejo-700-ML/product-reviews/B07FPQ38KQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052557-1255,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Emilio Lugo,Digno de dioses,Revisado en México el 29 de junio de 2020,"Les comparto que lo pedi sin saber que era para mi (regalo sorpresa) pero despues de tanto al fin lo pude probar y es li bebida faborita aunque no creo que sea para beber hasta bomitar, mas bien es una bebida con clase una bebida fina digna para usar en los mejores momentos y compartir solo con verdaderas amistades en una platica tranquila, sabe muy bien la mederia y un poco a tierra, me parecio exquisito.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050825-122,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Nicolas R.,Me gustó,Revisado en México el 3 de diciembre de 2018,Me gustó el sabor y no es tan fuerte como otros que he probado,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Artesanal Barro de Cobre Espadín 950 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/dp/B07D9X425B/ref=zg_bs_17836295011_75?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052120-659,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Valeria Morales,Buen mezcal espadín joven,Revisado en México el 2 de septiembre de 2020,Muy buen mezcal. De los mejores espadín en el mercado y súper recomendable si apenas te estás introduciendo al mundo del mezcal: es suave y con un sabor ligeramente floral. Excelente para después de una buena comida y compañía.,5.0 de 5 estrellas,,,Mezcal Buen Suceso 700ml,https://www.amazon.com.mx/Buen-Suceso-Mezcal-700ml/dp/B07WT38Z9C/ref=zg_bs_17836295011_18?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Buen-Suceso-Mezcal-700ml/product-reviews/B07WT38Z9C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052096-648,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Martha M de León,Ya tengo un Mezcal favorito.,Revisado en México el 25 de abril de 2020,"Excelente Mezcal me gustó mucho el sabor, definitivamente lo volveré a pedir.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/product-reviews/B087D8H6PS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Descartes Espadín Joven 750 ml,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/dp/B087D8H6PS/ref=zg_bs_17836295011_20?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/product-reviews/B087D8H6PS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052358-908,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Gustavo A.,Para disfrutar en la comida,Revisado en México el 31 de diciembre de 2020,Bastante bueno el sabor 👀,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,Mitre Origen Mezcal Artesanal Joven 100% Maguey Espadín Oaxaca,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/dp/B07V9JYWT8/ref=zg_bs_17836295011_7?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050556-37,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,josecarlos ceballos lorenzo,Quien dice que si es bueno no patea?,Revisado en México el 13 de diciembre de 2020,"El mezcal debe saber, no es un aperitivo suave, es bebida 🥃 recia y no debe esconderse... sumamente bueno, muy recomendable... pero no para los que lo buscan suavecito, despacio, sino para los que gustan dar el jalón como macho del siglo 19....",5.0 de 5 estrellas,,,"Caye Chenu Mezcal, Agave Silvestre Tobala 17 Años, 750 ml",https://www.amazon.com.mx/Chenu-Mezcal-Agave-Silvestre-Tobala/dp/B07LFKXNVH/ref=zg_bs_17836295011_93?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Chenu-Mezcal-Agave-Silvestre-Tobala/product-reviews/B07LFKXNVH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052042-584,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Omar Diaz de Leon,bien,Revisado en México el 8 de febrero de 2021,No es tan bueno como lo recordaba,4.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN REPOSADO - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/dp/B07FKP7BX2/ref=zg_bs_17836295011_25?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052527-1223,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Andrei,Excelente calidad/precio.,Revisado en México el 4 de junio de 2020,"Un mezcal con las 3B’s (bueno, bonito y balanceado) porque de barato (en el sentido despectivo de la palabra) no tienen nada. Un mezcal que junta lo mejor de dos agaves; el espadín de Oaxaca y el tobalá de Puebla. Una excelente opción para los que gustan del sabor del mezcal.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052548-1241,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,EGMoreira,Muy malo este mezcal!!!,Revisado en México el 12 de noviembre de 2020,"Para ser una empresa de mexicanos los que están produciendo este Mezcal Alerón deja mucho que desear, el sabor es terrible. Lo compré para compartir con amigos y familia y luego de probarlo NADIE, Y CUANDO DIGO NADIE ES NADIE, se atrevió a tocarlo por segunda vez. Le otorgué una estrella en sabor y clasificación general porque no se puede dar menos!!! Imagino, por pensar bien, que los dueños de la empresa no están probando el producto, realmente está bien corriente este mezcal, no lo recomiendo para nada.",1.0 de 5 estrellas,,,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052293-801,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Rigoberto L,Muy buen mezcal a precio accesible!..,Revisado en México el 17 de junio de 2019,Muy buen mezcal!..si te detienes unos instantes a percibir su aroma y al llevarlo a tu boca lo retienes .. mmm.. lo aprecias mejor!..,5.0 de 5 estrellas,,,MEZCAL AMARÁS CUPREATA (PAPALOTE) - 750 ML / 40.3°,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/dp/B07NZWJBLN/ref=zg_bs_17836295011_10?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052034-576,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Miguel Ángel Díaz  Dominguez,Muy rico!!super precio,Revisado en México el 30 de noviembre de 2020,Excelente el sabor amaderado,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN REPOSADO - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/dp/B07FKP7BX2/ref=zg_bs_17836295011_25?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052353-885,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,iscmando,Bueno,Revisado en México el 24 de enero de 2020,"Apenas lo probé, lo volvería a comprar.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mitre Origen Mezcal Artesanal Joven 100% Maguey Espadín Oaxaca,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/dp/B07V9JYWT8/ref=zg_bs_17836295011_7?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052561-1268,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Erick,Sin duda volvería a pedirlo,Revisado en México el 15 de junio de 2020,"Tiene un gran sabor, se puede tomar tanto solo o combinado al gusto.
El empaque bien protegido, sin golpes.
En resumen, no hay quejas en ningún punto sobre este mezcal.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052397-1007,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,MemosSub,excelente,Revisado en México el 23 de agosto de 2019,excelente Mezcal muy buen sabor,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 200 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/dp/B07FKQV2T9/ref=zg_bs_17836295011_5?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052415-1056,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Bere Trujillo,Me encanto,Revisado en México el 17 de julio de 2020,LLego muy rápido y esta delicioso,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/product-reviews/B07DPS4LCC/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal 400 Conejos Espadin Joven 750 ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/dp/B07DPS4LCC/ref=zg_bs_17836295011_4?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/product-reviews/B07DPS4LCC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
